Real,Region index,Zone,Column,Facies,Bulk,Net,Pore,Hcpv,Stoiip,Assoc.Gas
1,WestLowland,Volon,Gas,Crevasse,0,0,0,0,0,0
1,WestLowland,Volon,Gas,Coal,0,0,0,0,0,0
1,WestLowland,Volon,Gas,Calcite,0,0,0,0,0,0
1,WestLowland,Volon,Gas,Offshore,0,0,0,0,0,0
1,WestLowland,Volon,Gas,Lowershoreface,0,0,0,0,0,0
1,WestLowland,Volon,Gas,Uppershoreface,0,0,0,0,0,0
1,WestLowland,Volon,Gas,Totals,0,0,0,0,0,0
1,WestLowland,Totals,Gas,Floodplain,0,0,0,0,0,0
1,WestLowland,Totals,Gas,Channel,0,0,0,0,0,0
1,WestLowland,Totals,Gas,Crevasse,0,0,0,0,0,0
1,WestLowland,Totals,Gas,Coal,0,0,0,0,0,0
1,WestLowland,Totals,Gas,Calcite,0,0,0,0,0,0
1,WestLowland,Totals,Gas,Offshore,0,0,0,0,0,0
1,WestLowland,Totals,Gas,Lowershoreface,0,0,0,0,0,0
1,WestLowland,Totals,Gas,Uppershoreface,0,0,0,0,0,0
1,WestLowland,Totals,Gas,Totals,0,0,0,0,0,0
1,CentralSouth,Valysar,Gas,Floodplain,0,0,0,0,0,0
1,CentralSouth,Valysar,Gas,Channel,0,0,0,0,0,0
1,CentralSouth,Valysar,Gas,Crevasse,0,0,0,0,0,0
1,CentralSouth,Valysar,Gas,Coal,0,0,0,0,0,0
1,CentralSouth,Valysar,Gas,Calcite,0,0,0,0,0,0
1,CentralSouth,Valysar,Gas,Offshore,0,0,0,0,0,0
1,CentralSouth,Valysar,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralSouth,Valysar,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralSouth,Valysar,Gas,Totals,0,0,0,0,0,0
1,CentralSouth,Therys,Gas,Floodplain,0,0,0,0,0,0
1,CentralSouth,Therys,Gas,Channel,0,0,0,0,0,0
1,CentralSouth,Therys,Gas,Crevasse,0,0,0,0,0,0
1,CentralSouth,Therys,Gas,Coal,0,0,0,0,0,0
1,CentralSouth,Therys,Gas,Calcite,0,0,0,0,0,0
1,CentralSouth,Therys,Gas,Offshore,0,0,0,0,0,0
1,CentralSouth,Therys,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralSouth,Therys,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralSouth,Therys,Gas,Totals,0,0,0,0,0,0
1,CentralSouth,Volon,Gas,Floodplain,0,0,0,0,0,0
1,CentralSouth,Volon,Gas,Channel,0,0,0,0,0,0
1,CentralSouth,Volon,Gas,Crevasse,0,0,0,0,0,0
1,CentralSouth,Volon,Gas,Coal,0,0,0,0,0,0
1,CentralSouth,Volon,Gas,Calcite,0,0,0,0,0,0
1,CentralSouth,Volon,Gas,Offshore,0,0,0,0,0,0
1,CentralSouth,Volon,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralSouth,Volon,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralSouth,Volon,Gas,Totals,0,0,0,0,0,0
1,CentralSouth,Totals,Gas,Floodplain,0,0,0,0,0,0
1,CentralSouth,Totals,Gas,Channel,0,0,0,0,0,0
1,CentralSouth,Totals,Gas,Crevasse,0,0,0,0,0,0
1,CentralSouth,Totals,Gas,Coal,0,0,0,0,0,0
1,CentralSouth,Totals,Gas,Calcite,0,0,0,0,0,0
1,CentralSouth,Totals,Gas,Offshore,0,0,0,0,0,0
1,CentralSouth,Totals,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralSouth,Totals,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralSouth,Totals,Gas,Totals,0,0,0,0,0,0
1,CentralNorth,Valysar,Gas,Floodplain,0,0,0,0,0,0
1,CentralNorth,Valysar,Gas,Channel,0,0,0,0,0,0
1,CentralNorth,Valysar,Gas,Crevasse,0,0,0,0,0,0
1,CentralNorth,Valysar,Gas,Coal,0,0,0,0,0,0
1,CentralNorth,Valysar,Gas,Calcite,0,0,0,0,0,0
1,CentralNorth,Valysar,Gas,Offshore,0,0,0,0,0,0
1,CentralNorth,Valysar,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralNorth,Valysar,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralNorth,Valysar,Gas,Totals,0,0,0,0,0,0
1,CentralNorth,Therys,Gas,Floodplain,0,0,0,0,0,0
1,CentralNorth,Therys,Gas,Channel,0,0,0,0,0,0
1,CentralNorth,Therys,Gas,Crevasse,0,0,0,0,0,0
1,CentralNorth,Therys,Gas,Coal,0,0,0,0,0,0
1,CentralNorth,Therys,Gas,Calcite,0,0,0,0,0,0
1,CentralNorth,Therys,Gas,Offshore,0,0,0,0,0,0
1,CentralNorth,Therys,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralNorth,Therys,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralNorth,Therys,Gas,Totals,0,0,0,0,0,0
1,CentralNorth,Volon,Gas,Floodplain,0,0,0,0,0,0
1,CentralNorth,Volon,Gas,Channel,0,0,0,0,0,0
1,CentralNorth,Volon,Gas,Crevasse,0,0,0,0,0,0
1,CentralNorth,Volon,Gas,Coal,0,0,0,0,0,0
1,CentralNorth,Volon,Gas,Calcite,0,0,0,0,0,0
1,CentralNorth,Volon,Gas,Offshore,0,0,0,0,0,0
1,CentralNorth,Volon,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralNorth,Volon,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralNorth,Volon,Gas,Totals,0,0,0,0,0,0
1,CentralNorth,Totals,Gas,Floodplain,0,0,0,0,0,0
1,CentralNorth,Totals,Gas,Channel,0,0,0,0,0,0
1,CentralNorth,Totals,Gas,Crevasse,0,0,0,0,0,0
1,CentralNorth,Totals,Gas,Coal,0,0,0,0,0,0
1,CentralNorth,Totals,Gas,Calcite,0,0,0,0,0,0
1,CentralNorth,Totals,Gas,Offshore,0,0,0,0,0,0
1,CentralNorth,Totals,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralNorth,Totals,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralNorth,Totals,Gas,Totals,0,0,0,0,0,0
1,NorthHorst,Valysar,Gas,Floodplain,9976749.485,9976749.491,984840.7487,215353.4873,50082205.61,7662.577493
1,NorthHorst,Valysar,Gas,Channel,5521946.743,5521946.736,1516512.457,1458023.767,339075289.3,51878.51956
1,NorthHorst,Valysar,Gas,Crevasse,2251682.724,2251682.719,473652.9605,390741.1409,90870031.39,13903.11484
1,NorthHorst,Valysar,Gas,Coal,7202988.951,7202988.96,0,0,0,0
1,NorthHorst,Valysar,Gas,Calcite,0,0,0,0,0,0
1,NorthHorst,Valysar,Gas,Offshore,0,0,0,0,0,0
1,NorthHorst,Valysar,Gas,Lowershoreface,0,0,0,0,0,0
1,NorthHorst,Valysar,Gas,Uppershoreface,0,0,0,0,0,0
1,NorthHorst,Valysar,Gas,Totals,24953367.9,24953367.91,2975006.166,2064118.395,480027526.3,73444.2119
1,NorthHorst,Therys,Gas,Floodplain,0,0,0,0,0,0
1,NorthHorst,Therys,Gas,Channel,0,0,0,0,0,0
1,NorthHorst,Therys,Gas,Crevasse,0,0,0,0,0,0
1,NorthHorst,Therys,Gas,Coal,0,0,0,0,0,0
1,NorthHorst,Therys,Gas,Calcite,1317019.833,1317019.835,0,0,0,0
1,NorthHorst,Therys,Gas,Offshore,8407733.445,8407733.433,885524.9279,184958.6254,43013633.2,6581.08591
1,NorthHorst,Therys,Gas,Lowershoreface,4637661.601,4637661.599,1161361.981,799506.5419,185931751,28447.55806
1,NorthHorst,Therys,Gas,Uppershoreface,3166929.692,3166929.692,1019229.955,973287.2001,226345856.9,34630.91631
1,NorthHorst,Therys,Gas,Totals,17529344.57,17529344.56,3066116.864,1957752.367,455291241,69659.56029
1,NorthHorst,Volon,Gas,Floodplain,363618.8058,363618.8062,37927.5733,0,0,0
1,NorthHorst,Volon,Gas,Channel,2151860.881,2151860.879,556651.5992,525570.5904,122225716.8,18700.5348
1,NorthHorst,Volon,Gas,Crevasse,0,0,0,0,0,0
1,NorthHorst,Volon,Gas,Coal,0,0,0,0,0,0
1,NorthHorst,Volon,Gas,Calcite,486096.8918,486096.8916,0,0,0,0
1,NorthHorst,Volon,Gas,Offshore,0,0,0,0,0,0
1,NorthHorst,Volon,Gas,Lowershoreface,0,0,0,0,0,0
1,NorthHorst,Volon,Gas,Uppershoreface,0,0,0,0,0,0
1,NorthHorst,Volon,Gas,Totals,3001576.579,3001576.577,594579.1725,525570.5904,122225716.8,18700.5348
1,NorthHorst,Totals,Gas,Floodplain,10340368.29,10340368.3,1022768.322,215353.4873,50082205.61,7662.577493
1,NorthHorst,Totals,Gas,Channel,7673807.624,7673807.615,2073164.056,1983594.357,461301006.2,70579.05436
1,NorthHorst,Totals,Gas,Crevasse,2251682.724,2251682.719,473652.9605,390741.1409,90870031.39,13903.11484
1,NorthHorst,Totals,Gas,Coal,7202988.951,7202988.96,0,0,0,0
1,NorthHorst,Totals,Gas,Calcite,1803116.725,1803116.726,0,0,0,0
1,NorthHorst,Totals,Gas,Offshore,8407733.445,8407733.433,885524.9279,184958.6254,43013633.2,6581.08591
1,NorthHorst,Totals,Gas,Lowershoreface,4637661.601,4637661.599,1161361.981,799506.5419,185931751,28447.55806
1,NorthHorst,Totals,Gas,Uppershoreface,3166929.692,3166929.692,1019229.955,973287.2001,226345856.9,34630.91631
1,NorthHorst,Totals,Gas,Totals,45484289.05,45484289.04,6635702.202,4547441.353,1057544484,161804.307
1,CentralRamp,Valysar,Gas,Floodplain,0,0,0,0,0,0
1,CentralRamp,Valysar,Gas,Channel,0,0,0,0,0,0
1,CentralRamp,Valysar,Gas,Crevasse,0,0,0,0,0,0
1,CentralRamp,Valysar,Gas,Coal,0,0,0,0,0,0
1,CentralRamp,Valysar,Gas,Calcite,0,0,0,0,0,0
1,CentralRamp,Valysar,Gas,Offshore,0,0,0,0,0,0
1,CentralRamp,Valysar,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralRamp,Valysar,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralRamp,Valysar,Gas,Totals,0,0,0,0,0,0
1,CentralRamp,Therys,Gas,Floodplain,0,0,0,0,0,0
1,CentralRamp,Therys,Gas,Channel,0,0,0,0,0,0
1,CentralRamp,Therys,Gas,Crevasse,0,0,0,0,0,0
1,CentralRamp,Therys,Gas,Coal,0,0,0,0,0,0
1,CentralRamp,Therys,Gas,Calcite,0,0,0,0,0,0
1,CentralRamp,Therys,Gas,Offshore,0,0,0,0,0,0
1,CentralRamp,Therys,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralRamp,Therys,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralRamp,Therys,Gas,Totals,0,0,0,0,0,0
1,CentralRamp,Volon,Gas,Floodplain,0,0,0,0,0,0
1,CentralRamp,Volon,Gas,Channel,0,0,0,0,0,0
1,CentralRamp,Volon,Gas,Crevasse,0,0,0,0,0,0
1,CentralRamp,Volon,Gas,Coal,0,0,0,0,0,0
1,CentralRamp,Volon,Gas,Calcite,0,0,0,0,0,0
1,CentralRamp,Volon,Gas,Offshore,0,0,0,0,0,0
1,CentralRamp,Volon,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralRamp,Volon,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralRamp,Volon,Gas,Totals,0,0,0,0,0,0
1,CentralRamp,Totals,Gas,Floodplain,0,0,0,0,0,0
1,CentralRamp,Totals,Gas,Channel,0,0,0,0,0,0
1,CentralRamp,Totals,Gas,Crevasse,0,0,0,0,0,0
1,CentralRamp,Totals,Gas,Coal,0,0,0,0,0,0
1,CentralRamp,Totals,Gas,Calcite,0,0,0,0,0,0
1,CentralRamp,Totals,Gas,Offshore,0,0,0,0,0,0
1,CentralRamp,Totals,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralRamp,Totals,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralRamp,Totals,Gas,Totals,0,0,0,0,0,0
1,CentralHorst,Valysar,Gas,Floodplain,0,0,0,0,0,0
1,CentralHorst,Valysar,Gas,Channel,0,0,0,0,0,0
1,CentralHorst,Valysar,Gas,Crevasse,0,0,0,0,0,0
1,CentralHorst,Valysar,Gas,Coal,0,0,0,0,0,0
1,CentralHorst,Valysar,Gas,Calcite,0,0,0,0,0,0
1,CentralHorst,Valysar,Gas,Offshore,0,0,0,0,0,0
1,CentralHorst,Valysar,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralHorst,Valysar,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralHorst,Valysar,Gas,Totals,0,0,0,0,0,0
1,CentralHorst,Therys,Gas,Floodplain,0,0,0,0,0,0
1,CentralHorst,Therys,Gas,Channel,0,0,0,0,0,0
1,CentralHorst,Therys,Gas,Crevasse,0,0,0,0,0,0
1,CentralHorst,Therys,Gas,Coal,0,0,0,0,0,0
1,CentralHorst,Therys,Gas,Calcite,0,0,0,0,0,0
1,CentralHorst,Therys,Gas,Offshore,0,0,0,0,0,0
1,CentralHorst,Therys,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralHorst,Therys,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralHorst,Therys,Gas,Totals,0,0,0,0,0,0
1,CentralHorst,Volon,Gas,Floodplain,0,0,0,0,0,0
1,CentralHorst,Volon,Gas,Channel,0,0,0,0,0,0
1,CentralHorst,Volon,Gas,Crevasse,0,0,0,0,0,0
1,CentralHorst,Volon,Gas,Coal,0,0,0,0,0,0
1,CentralHorst,Volon,Gas,Calcite,0,0,0,0,0,0
1,CentralHorst,Volon,Gas,Offshore,0,0,0,0,0,0
1,CentralHorst,Volon,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralHorst,Volon,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralHorst,Volon,Gas,Totals,0,0,0,0,0,0
1,CentralHorst,Totals,Gas,Floodplain,0,0,0,0,0,0
1,CentralHorst,Totals,Gas,Channel,0,0,0,0,0,0
1,CentralHorst,Totals,Gas,Crevasse,0,0,0,0,0,0
1,CentralHorst,Totals,Gas,Coal,0,0,0,0,0,0
1,CentralHorst,Totals,Gas,Calcite,0,0,0,0,0,0
1,CentralHorst,Totals,Gas,Offshore,0,0,0,0,0,0
1,CentralHorst,Totals,Gas,Lowershoreface,0,0,0,0,0,0
1,CentralHorst,Totals,Gas,Uppershoreface,0,0,0,0,0,0
1,CentralHorst,Totals,Gas,Totals,0,0,0,0,0,0
1,EastLowland,Valysar,Gas,Floodplain,0,0,0,0,0,0
1,EastLowland,Valysar,Gas,Channel,0,0,0,0,0,0
1,EastLowland,Valysar,Gas,Crevasse,0,0,0,0,0,0
1,EastLowland,Valysar,Gas,Coal,0,0,0,0,0,0
1,EastLowland,Valysar,Gas,Calcite,0,0,0,0,0,0
1,EastLowland,Valysar,Gas,Offshore,0,0,0,0,0,0
1,EastLowland,Valysar,Gas,Lowershoreface,0,0,0,0,0,0
1,EastLowland,Valysar,Gas,Uppershoreface,0,0,0,0,0,0
1,EastLowland,Valysar,Gas,Totals,0,0,0,0,0,0
1,EastLowland,Therys,Gas,Floodplain,0,0,0,0,0,0
1,EastLowland,Therys,Gas,Channel,0,0,0,0,0,0
1,EastLowland,Therys,Gas,Crevasse,0,0,0,0,0,0
1,EastLowland,Therys,Gas,Coal,0,0,0,0,0,0
1,EastLowland,Therys,Gas,Calcite,0,0,0,0,0,0
1,EastLowland,Therys,Gas,Offshore,0,0,0,0,0,0
1,EastLowland,Therys,Gas,Lowershoreface,0,0,0,0,0,0
1,EastLowland,Therys,Gas,Uppershoreface,0,0,0,0,0,0
1,EastLowland,Therys,Gas,Totals,0,0,0,0,0,0
1,EastLowland,Volon,Gas,Floodplain,0,0,0,0,0,0
1,EastLowland,Volon,Gas,Channel,0,0,0,0,0,0
1,EastLowland,Volon,Gas,Crevasse,0,0,0,0,0,0
1,EastLowland,Volon,Gas,Coal,0,0,0,0,0,0
1,EastLowland,Volon,Gas,Calcite,0,0,0,0,0,0
1,EastLowland,Volon,Gas,Offshore,0,0,0,0,0,0
1,EastLowland,Volon,Gas,Lowershoreface,0,0,0,0,0,0
1,EastLowland,Volon,Gas,Uppershoreface,0,0,0,0,0,0
1,EastLowland,Volon,Gas,Totals,0,0,0,0,0,0
1,EastLowland,Totals,Gas,Floodplain,0,0,0,0,0,0
1,EastLowland,Totals,Gas,Channel,0,0,0,0,0,0
1,EastLowland,Totals,Gas,Crevasse,0,0,0,0,0,0
1,EastLowland,Totals,Gas,Coal,0,0,0,0,0,0
1,EastLowland,Totals,Gas,Calcite,0,0,0,0,0,0
1,EastLowland,Totals,Gas,Offshore,0,0,0,0,0,0
1,EastLowland,Totals,Gas,Lowershoreface,0,0,0,0,0,0
1,EastLowland,Totals,Gas,Uppershoreface,0,0,0,0,0,0
1,EastLowland,Totals,Gas,Totals,0,0,0,0,0,0
1,Totals,Valysar,Gas,Floodplain,9976749.485,9976749.491,984840.7487,215353.4873,50082205.61,7662.577493
1,Totals,Valysar,Gas,Channel,5521946.743,5521946.736,1516512.457,1458023.767,339075289.3,51878.51956
1,Totals,Valysar,Gas,Crevasse,2251682.724,2251682.719,473652.9605,390741.1409,90870031.39,13903.11484
1,Totals,Valysar,Gas,Coal,7202988.951,7202988.96,0,0,0,0
1,Totals,Valysar,Gas,Calcite,0,0,0,0,0,0
1,Totals,Valysar,Gas,Offshore,0,0,0,0,0,0
1,Totals,Valysar,Gas,Lowershoreface,0,0,0,0,0,0
1,Totals,Valysar,Gas,Uppershoreface,0,0,0,0,0,0
1,Totals,Valysar,Gas,Totals,24953367.9,24953367.91,2975006.166,2064118.395,480027526.3,73444.2119
1,Totals,Therys,Gas,Floodplain,0,0,0,0,0,0
1,Totals,Therys,Gas,Channel,0,0,0,0,0,0
1,Totals,Therys,Gas,Crevasse,0,0,0,0,0,0
1,Totals,Therys,Gas,Coal,0,0,0,0,0,0
1,Totals,Therys,Gas,Calcite,1317019.833,1317019.835,0,0,0,0
1,Totals,Therys,Gas,Offshore,8407733.445,8407733.433,885524.9279,184958.6254,43013633.2,6581.08591
1,Totals,Therys,Gas,Lowershoreface,4637661.601,4637661.599,1161361.981,799506.5419,185931751,28447.55806
1,Totals,Therys,Gas,Uppershoreface,3166929.692,3166929.692,1019229.955,973287.2001,226345856.9,34630.91631
1,Totals,Therys,Gas,Totals,17529344.57,17529344.56,3066116.864,1957752.367,455291241,69659.56029
1,Totals,Volon,Gas,Floodplain,363618.8058,363618.8062,37927.5733,0,0,0
1,Totals,Volon,Gas,Channel,2151860.881,2151860.879,556651.5992,525570.5904,122225716.8,18700.5348
1,Totals,Volon,Gas,Crevasse,0,0,0,0,0,0
1,Totals,Volon,Gas,Coal,0,0,0,0,0,0
1,Totals,Volon,Gas,Calcite,486096.8918,486096.8916,0,0,0,0
1,Totals,Volon,Gas,Offshore,0,0,0,0,0,0
1,Totals,Volon,Gas,Lowershoreface,0,0,0,0,0,0
1,Totals,Volon,Gas,Uppershoreface,0,0,0,0,0,0
1,Totals,Volon,Gas,Totals,3001576.579,3001576.577,594579.1725,525570.5904,122225716.8,18700.5348
1,Totals,Totals,Gas,Floodplain,10340368.29,10340368.3,1022768.322,215353.4873,50082205.61,7662.577493
1,Totals,Totals,Gas,Channel,7673807.624,7673807.615,2073164.056,1983594.357,461301006.2,70579.05436
1,Totals,Totals,Gas,Crevasse,2251682.724,2251682.719,473652.9605,390741.1409,90870031.39,13903.11484
1,Totals,Totals,Gas,Coal,7202988.951,7202988.96,0,0,0,0
1,Totals,Totals,Gas,Calcite,1803116.725,1803116.726,0,0,0,0
1,Totals,Totals,Gas,Offshore,8407733.445,8407733.433,885524.9279,184958.6254,43013633.2,6581.08591
1,Totals,Totals,Gas,Lowershoreface,4637661.601,4637661.599,1161361.981,799506.5419,185931751,28447.55806
1,Totals,Totals,Gas,Uppershoreface,3166929.692,3166929.692,1019229.955,973287.2001,226345856.9,34630.91631
1,Totals,Totals,Gas,Totals,45484289.05,45484289.04,6635702.202,4547441.353,1057544484,161804.307
1,WestLowland,Valysar,Totals,Floodplain,210157837,210157837,20002667.49,0,0,0
1,WestLowland,Valysar,Totals,Channel,183541996.2,183541996.2,48100820.93,0,0,0
1,WestLowland,Valysar,Totals,Crevasse,68865621.72,68865621.73,14094263.33,0,0,0
1,WestLowland,Valysar,Totals,Coal,72943243.46,72943243.45,0,0,0,0
1,WestLowland,Valysar,Totals,Calcite,0,0,0,0,0,0
1,WestLowland,Valysar,Totals,Offshore,0,0,0,0,0,0
1,WestLowland,Valysar,Totals,Lowershoreface,0,0,0,0,0,0
1,WestLowland,Valysar,Totals,Uppershoreface,0,0,0,0,0,0
1,WestLowland,Valysar,Totals,Totals,535508698.5,535508698.4,82197751.74,0,0,0
1,WestLowland,Therys,Totals,Floodplain,0,0,0,0,0,0
1,WestLowland,Therys,Totals,Channel,0,0,0,0,0,0
1,WestLowland,Therys,Totals,Crevasse,0,0,0,0,0,0
1,WestLowland,Therys,Totals,Coal,0,0,0,0,0,0
1,WestLowland,Therys,Totals,Calcite,52049895.89,52049895.87,0,0,0,0
1,WestLowland,Therys,Totals,Offshore,215925317.5,215925317.5,19198527.58,0,0,0
1,WestLowland,Therys,Totals,Lowershoreface,171942904.3,171942904.3,44378103.8,0,0,0
1,WestLowland,Therys,Totals,Uppershoreface,110436294.6,110436294.6,33543610.93,0,0,0
1,WestLowland,Therys,Totals,Totals,550354412.3,550354412.3,97120242.31,0,0,0
1,WestLowland,Volon,Totals,Floodplain,143519085.5,143519085.4,13357751.61,0,0,0
1,WestLowland,Volon,Totals,Channel,297049556.7,297049556.7,72688369.88,0,0,0
1,WestLowland,Volon,Totals,Crevasse,0,0,0,0,0,0
1,WestLowland,Volon,Totals,Coal,0,0,0,0,0,0
1,WestLowland,Volon,Totals,Calcite,71473593.43,71473593.46,0,0,0,0
1,WestLowland,Volon,Totals,Offshore,0,0,0,0,0,0
1,WestLowland,Volon,Totals,Lowershoreface,0,0,0,0,0,0
1,WestLowland,Volon,Totals,Uppershoreface,0,0,0,0,0,0
1,WestLowland,Volon,Totals,Totals,512042235.6,512042235.6,86046121.5,0,0,0
1,WestLowland,Totals,Totals,Floodplain,353676922.5,353676922.5,33360419.1,0,0,0
1,WestLowland,Totals,Totals,Channel,480591552.9,480591552.9,120789190.8,0,0,0
1,WestLowland,Totals,Totals,Crevasse,68865621.72,68865621.73,14094263.33,0,0,0
1,WestLowland,Totals,Totals,Coal,72943243.46,72943243.45,0,0,0,0
1,WestLowland,Totals,Totals,Calcite,123523489.3,123523489.3,0,0,0,0
1,WestLowland,Totals,Totals,Offshore,215925317.5,215925317.5,19198527.58,0,0,0
1,WestLowland,Totals,Totals,Lowershoreface,171942904.3,171942904.3,44378103.8,0,0,0
1,WestLowland,Totals,Totals,Uppershoreface,110436294.6,110436294.6,33543610.93,0,0,0
1,WestLowland,Totals,Totals,Totals,1597905346,1597905346,265364115.5,0,0,0
1,CentralSouth,Valysar,Totals,Floodplain,59888657,59888656.96,5686801.99,0,0,0
1,CentralSouth,Valysar,Totals,Channel,46949261.43,46949261.44,12419501.96,0,0,0
1,CentralSouth,Valysar,Totals,Crevasse,15172095.97,15172095.97,3096769.703,0,0,0
1,CentralSouth,Valysar,Totals,Coal,11667526.08,11667526.08,0,0,0,0
1,CentralSouth,Valysar,Totals,Calcite,0,0,0,0,0,0
1,CentralSouth,Valysar,Totals,Offshore,0,0,0,0,0,0
1,CentralSouth,Valysar,Totals,Lowershoreface,0,0,0,0,0,0
1,CentralSouth,Valysar,Totals,Uppershoreface,0,0,0,0,0,0
1,CentralSouth,Valysar,Totals,Totals,133677540.5,133677540.4,21203073.65,0,0,0
1,CentralSouth,Therys,Totals,Floodplain,0,0,0,0,0,0
1,CentralSouth,Therys,Totals,Channel,0,0,0,0,0,0
1,CentralSouth,Therys,Totals,Crevasse,0,0,0,0,0,0
1,CentralSouth,Therys,Totals,Coal,0,0,0,0,0,0
1,CentralSouth,Therys,Totals,Calcite,6032294.396,6032294.392,0,0,0,0
1,CentralSouth,Therys,Totals,Offshore,7759653.674,7759653.682,659949.2575,0,0,0
1,CentralSouth,Therys,Totals,Lowershoreface,10009884.85,10009884.86,2585948.181,0,0,0
1,CentralSouth,Therys,Totals,Uppershoreface,12365777.46,12365777.47,3892148.175,0,0,0
1,CentralSouth,Therys,Totals,Totals,36167610.38,36167610.4,7138045.614,0,0,0
1,CentralSouth,Volon,Totals,Floodplain,51349495.43,51349495.42,4989269.241,0,0,0
1,CentralSouth,Volon,Totals,Channel,125795312.1,125795312,30865215.39,0,0,0
1,CentralSouth,Volon,Totals,Crevasse,0,0,0,0,0,0
1,CentralSouth,Volon,Totals,Coal,0,0,0,0,0,0
1,CentralSouth,Volon,Totals,Calcite,31002589.75,31002589.76,0,0,0,0
1,CentralSouth,Volon,Totals,Offshore,0,0,0,0,0,0
1,CentralSouth,Volon,Totals,Lowershoreface,0,0,0,0,0,0
1,CentralSouth,Volon,Totals,Uppershoreface,0,0,0,0,0,0
1,CentralSouth,Volon,Totals,Totals,208147397.3,208147397.2,35854484.63,0,0,0
1,CentralSouth,Totals,Totals,Floodplain,111238152.4,111238152.4,10676071.23,0,0,0
1,CentralSouth,Totals,Totals,Channel,172744573.6,172744573.5,43284717.35,0,0,0
1,CentralSouth,Totals,Totals,Crevasse,15172095.97,15172095.97,3096769.703,0,0,0
1,CentralSouth,Totals,Totals,Coal,11667526.08,11667526.08,0,0,0,0
1,CentralSouth,Totals,Totals,Calcite,37034884.15,37034884.15,0,0,0,0
1,CentralSouth,Totals,Totals,Offshore,7759653.674,7759653.682,659949.2575,0,0,0
1,CentralSouth,Totals,Totals,Lowershoreface,10009884.85,10009884.86,2585948.181,0,0,0
1,CentralSouth,Totals,Totals,Uppershoreface,12365777.46,12365777.47,3892148.175,0,0,0
1,CentralSouth,Totals,Totals,Totals,377992548.2,377992548.1,64195603.9,0,0,0
1,CentralNorth,Valysar,Totals,Floodplain,45961307.63,45961307.64,4438896.794,0,0,0
1,CentralNorth,Valysar,Totals,Channel,23928645.04,23928645.03,6367318.528,0,0,0
1,CentralNorth,Valysar,Totals,Crevasse,13302629.68,13302629.7,2757603.791,0,0,0
1,CentralNorth,Valysar,Totals,Coal,19963280.62,19963280.6,0,0,0,0
1,CentralNorth,Valysar,Totals,Calcite,0,0,0,0,0,0
1,CentralNorth,Valysar,Totals,Offshore,0,0,0,0,0,0
1,CentralNorth,Valysar,Totals,Lowershoreface,0,0,0,0,0,0
1,CentralNorth,Valysar,Totals,Uppershoreface,0,0,0,0,0,0
1,CentralNorth,Valysar,Totals,Totals,103155863,103155863,13563819.11,0,0,0
1,CentralNorth,Therys,Totals,Floodplain,0,0,0,0,0,0
1,CentralNorth,Therys,Totals,Channel,0,0,0,0,0,0
1,CentralNorth,Therys,Totals,Crevasse,0,0,0,0,0,0
1,CentralNorth,Therys,Totals,Coal,0,0,0,0,0,0
1,CentralNorth,Therys,Totals,Calcite,7545415.477,7545415.479,0,0,0,0
1,CentralNorth,Therys,Totals,Offshore,32892044.04,32892044.05,3479059.521,0,0,0
1,CentralNorth,Therys,Totals,Lowershoreface,22368173.64,22368173.62,5453899.115,0,0,0
1,CentralNorth,Therys,Totals,Uppershoreface,15454040.62,15454040.62,4931376.599,0,0,0
1,CentralNorth,Therys,Totals,Totals,78259673.78,78259673.77,13864335.23,0,0,0
1,CentralNorth,Volon,Totals,Floodplain,18389410.79,18389410.79,1683343.567,0,0,0
1,CentralNorth,Volon,Totals,Channel,14157627.8,14157627.81,3406676.688,0,0,0
1,CentralNorth,Volon,Totals,Crevasse,0,0,0,0,0,0
1,CentralNorth,Volon,Totals,Coal,0,0,0,0,0,0
